prod_log_id,prod_id,scheme_id,bonus_scheme,bonus_units,fp,tp,entry_date,remarks,type,bonus_status,mrp
525,98,5,100,10,17.96,19.42,14-06-24,New System Launched,1,CLOSED,0
526,98,6,100,10,20.84,22.53,14-06-24,New System Launched,1,CLOSED,0
527,104,1,100,40,117.15,126.65,14-06-24,New System Launched,1,CLOSED,0
528,104,2,100,40,180.84,195.5,14-06-24,New System Launched,1,CLOSED,0
529,104,3,100,40,196.56,212.5,14-06-24,New System Launched,1,CLOSED,0
530,104,4,100,40,255.53,276.25,14-06-24,New System Launched,1,CLOSED,0
531,104,5,100,40,357.73,386.75,14-06-24,New System Launched,1,CLOSED,0
532,104,6,100,40,77.84,84.15,14-06-24,New System Launched,1,CLOSED,0
533,105,1,100,40,69.98,75.65,14-06-24,New System Launched,1,CLOSED,0
534,105,2,100,40,89.63,96.9,14-06-24,New System Launched,1,CLOSED,0
535,105,3,100,40,95.92,103.7,14-06-24,New System Launched,1,CLOSED,0
536,105,4,100,40,105.36,113.9,14-06-24,New System Launched,1,CLOSED,0
537,105,5,100,40,117.15,126.65,14-06-24,New System Launched,1,CLOSED,0
538,105,6,100,40,46.39,50.15,14-06-24,New System Launched,1,CLOSED,0
539,106,1,100,40,156.46,169.15,14-06-24,New System Launched,1,CLOSED,0
540,106,2,100,50,156.46,169.15,14-06-24,New System Launched,1,CLOSED,0
541,108,1,100,70,235.09,254.15,14-06-24,New System Launched,1,CLOSED,0
542,108,2,100,70,294.84,318.75,14-06-24,New System Launched,1,CLOSED,0
543,108,3,100,70,383.69,414.8,14-06-24,New System Launched,1,CLOSED,0
544,108,4,100,70,498.47,538.9,14-06-24,New System Launched,1,CLOSED,0
545,108,5,100,100,235.09,254.15,14-06-24,New System Launched,1,CLOSED,0
546,108,6,100,40,235.09,254.15,14-06-24,New System Launched,1,CLOSED,0
547,108,7,100,30,235.09,254.15,14-06-24,New System Launched,1,CLOSED,0
548,109,1,100,30,195.78,211.65,14-06-24,New System Launched,1,CLOSED,0
549,109,2,100,70,195.78,211.65,14-06-24,New System Launched,1,CLOSED,0
550,109,3,100,70,207.57,224.4,14-06-24,New System Launched,1,CLOSED,0
551,109,4,100,70,216.22,233.75,14-06-24,New System Launched,1,CLOSED,0
552,109,5,100,70,281.48,304.3,14-06-24,New System Launched,1,CLOSED,0
553,109,6,100,70,347.51,375.7,14-06-24,New System Launched,1,CLOSED,0
554,109,7,100,40,195.78,211.65,14-06-24,New System Launched,1,CLOSED,0
555,109,8,100,100,195.78,211.65,14-06-24,New System Launched,1,CLOSED,0
556,109,9,100,70,337.3,364.65,14-06-24,New System Launched,1,CLOSED,0
557,110,1,100,30,62.9,68,14-06-24,New System Launched,1,CLOSED,0
558,110,2,100,70,62.9,68,14-06-24,New System Launched,1,CLOSED,0
559,110,3,100,100,62.9,68,14-06-24,New System Launched,1,CLOSED,0
560,110,4,100,70,69.19,74.8,14-06-24,New System Launched,1,CLOSED,0
561,110,5,100,70,73.12,79.05,14-06-24,New System Launched,1,CLOSED,0
562,110,6,100,70,88.85,96.05,14-06-24,New System Launched,1,CLOSED,0
563,110,7,100,70,104.57,113.05,14-06-24,New System Launched,1,CLOSED,0
564,110,7,100,40,62.9,68,14-06-24,New System Launched,1,CLOSED,0
565,110,8,100,70,128.15,138.55,14-06-24,New System Launched,1,CLOSED,0
566,111,1,100,30,137.59,148.75,14-06-24,New System Launched,1,CLOSED,0
567,111,2,100,70,137.59,148.75,14-06-24,New System Launched,1,CLOSED,0
568,111,3,100,100,137.59,148.75,14-06-24,New System Launched,1,CLOSED,0
569,111,4,100,70,176.91,191.25,14-06-24,New System Launched,1,CLOSED,0
570,111,5,100,70,207.57,224.4,14-06-24,New System Launched,1,CLOSED,0
571,111,6,100,70,249.08,269.28,14-06-24,New System Launched,1,CLOSED,0
572,111,8,100,40,137.59,148.75,14-06-24,New System Launched,1,CLOSED,0
573,112,1,100,40,156.46,169.15,14-06-24,New System Launched,1,CLOSED,0
574,112,2,100,100,156.46,169.15,14-06-24,New System Launched,1,CLOSED,0
575,112,2,100,30,156.46,169.15,14-06-24,New System Launched,1,CLOSED,0
576,112,2,100,70,156.46,169.15,14-06-24,New System Launched,1,CLOSED,0
577,112,3,100,70,195.78,211.65,14-06-24,New System Launched,1,CLOSED,0
578,112,4,100,70,255.53,276.25,14-06-24,New System Launched,1,CLOSED,0
579,112,5,100,70,332.57,359.55,24-06-24,New System Launched,1,ACTIVE,0
580,115,1,100,100,58.97,63.75,14-06-24,New System Launched,1,CLOSED,0
581,115,2,100,100,91.99,99.45,14-06-24,New System Launched,1,CLOSED,0
582,115,3,100,100,110.08,119,14-06-24,New System Launched,1,CLOSED,0
583,115,4,100,100,132.87,143.65,14-06-24,New System Launched,1,CLOSED,0
584,116,1,100,20,172.98,187,27-06-24,Prices Changed,3,ACTIVE,0
585,117,1,100,20,73.12,79.05,10-09-24,New Product Launched,1,ACTIVE,0
586,4,8,10,2,347.52,375.7,28-08-24,Prices Changed,3,ACTIVE,0
587,15,9,10,10,342.7,370.49,28-08-24,Prices Changed,3,CLOSED,0
588,89,9,10,2,125.8,136,28-08-24,Prices Changed,3,ACTIVE,0
589,91,15,10,1,93.56,101.15,28-08-24,Prices Changed,3,ACTIVE,0
590,92,12,10,2,93.56,101.15,28-08-24,Prices Changed,3,ACTIVE,0
591,93,13,10,2,99.06,107.1,10-09-24,Prices Changed,3,ACTIVE,0
592,94,12,10,1,54.25,58.65,28-08-24,Prices Changed,3,ACTIVE,0
593,104,7,10,4,357.73,386.75,10-09-24,Prices Changed,3,ACTIVE,0
594,105,7,10,4,117.15,126.65,28-08-24,Prices Changed,3,ACTIVE,0
595,108,8,10,7,498.47,538.9,10-09-24,Prices Changed,3,ACTIVE,0
596,109,10,10,7,347.51,375.7,10-09-24,Prices Changed,3,ACTIVE,0
597,110,9,10,7,128.15,138.55,28-08-24,Prices Changed,3,CLOSED,0
598,111,9,10,7,249.08,269.28,28-08-24,Prices Changed,3,ACTIVE,0
599,115,5,10,10,132.87,143.65,10-09-24,Prices Changed,3,ACTIVE,0
600,8,13,100,20,241.85,261.46,04-09-24,Prices Changed,3,ACTIVE,0
601,9,12,100,20,253.96,274.55,04-09-24,Prices Changed,3,ACTIVE,0
602,61,16,100,0,137.59,148.75,05-09-24,Prices Changed,3,CLOSED,0
603,61,17,100,10,137.59,148.75,05-09-24,Prices Changed,3,ACTIVE,0
604,61,18,100,10,128.95,139.4,05-09-24,Prices Changed,3,CLOSED,0
605,1,9,100,50,412,445.4,06-09-24,Prices Changed,3,ACTIVE,0
606,3,11,100,50,239.02,258.4,06-09-24,Prices Changed,3,ACTIVE,0
607,110,10,10,7,180.84,195.5,06-09-24,Prices Changed,3,ACTIVE,0
608,27,12,100,40,80.2,86.7,06-09-24,Prices Changed,3,ACTIVE,0
609,80,9,100,70,142.31,153.85,07-09-24,Prices Changed,3,ACTIVE,0
610,2,12,100,50,293.27,317.05,18-09-24,Prices Changed,3,ACTIVE,0
611,28,12,100,40,121.08,130.9,23-09-24,Prices Changed,3,ACTIVE,0
